,type,id,description,cwe_counts,repos
199,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,234,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
200,class,172,Encoding Error,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
201,class,185,Incorrect Regular Expression,2,['catboost']
202,class,200,Exposure of Sensitive Information to an Unauthorized Actor,537,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer']"
203,class,287,Improper Authentication,12,"['ray', 'catboost', 'ray', 'catboost']"
204,class,311,Missing Encryption of Sensitive Data,338,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
205,class,326,Inadequate Encryption Strength,12,"['couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost']"
206,class,327,Use of a Broken or Risky Cryptographic Algorithm,24,"['couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost']"
207,class,345,Insufficient Verification of Data Authenticity,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
208,class,405,Asymmetric Resource Consumption (Amplification),35,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
209,class,407,Inefficient Algorithmic Complexity,68,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
210,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),10,"['open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning']"
211,class,610,Externally Controlled Reference to a Resource in Another Sphere,75,"['face_recognition', 'DIGITS', 'superset', 'face_recognition', 'DIGITS', 'superset', 'open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
212,class,642,External Control of Critical State Data,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
213,class,668,Exposure of Resource to Wrong Sphere,131,"['determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
214,class,706,Use of Incorrectly-Resolved Name or Reference,135,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
215,class,732,Incorrect Permission Assignment for Critical Resource,10,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi']"
216,class,755,Improper Handling of Exceptional Conditions,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
217,class,913,Improper Control of Dynamically-Managed Code Resources,9,"['open-webui', 'cornac', 'ray', 'superset', 'mars', 'ray', 'superset', 'mars']"
218,class,922,Insecure Storage of Sensitive Information,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
219,class,923,Improper Restriction of Communication Channel to Intended Endpoints,10,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi']"
220,composite,352,Cross-Site Request Forgery (CSRF),24,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'ray', 'open-webui', 'danswerai', 'litellm', 'fastapi']"
221,pillar,664,Improper Control of a Resource Through its Lifetime,35,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
222,pillar,693,Protection Mechanism Failure,24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
223,pillar,697,Incorrect Comparison,2,['catboost']
224,pillar,707,Improper Neutralization,136,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
225,pillar,710,Improper Adherence to Coding Standards,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
226,variant,11,ASP.NET Misconfiguration: Creating Debug Binary,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
227,variant,24,Path Traversal: '../filedir',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
228,variant,25,Path Traversal: '/../filedir',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
229,variant,26,Path Traversal: '/dir/../filename',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
230,variant,27,Path Traversal: 'dir/../../filename',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
231,variant,28,Path Traversal: '..\filedir',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
232,variant,29,Path Traversal: '\..\filename',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
233,variant,30,Path Traversal: '\dir\..\filename',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
234,variant,31,Path Traversal: 'dir\..\..\filename',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
235,variant,32,Path Traversal: '...' (Triple Dot),45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
236,variant,33,Path Traversal: '....' (Multiple Dot),45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
237,variant,34,Path Traversal: '....//',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
238,variant,35,Path Traversal: '.../...//',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
239,variant,37,Path Traversal: '/absolute/pathname/here',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
240,variant,38,Path Traversal: '\absolute\pathname\here',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
241,variant,39,Path Traversal: 'C:dirname',45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
242,variant,40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
243,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
244,variant,81,Improper Neutralization of Script in an Error Message Web Page,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
245,variant,83,Improper Neutralization of Script in Attributes in a Web Page,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
246,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
247,variant,85,Doubled Character XSS Manipulations,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
248,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
249,variant,87,Improper Neutralization of Alternate XSS Syntax,14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
250,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),3,"['open-webui', 'cornac']"
251,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),48,"['open-webui', 'cornac', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
252,variant,102,Struts: Duplicate Validation Forms,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
253,variant,103,Struts: Incomplete validate() Method Definition,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
254,variant,104,Struts: Form Bean Does Not Extend Validation Class,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
255,variant,105,Struts: Form Field Without Validator,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
256,variant,106,Struts: Plug-in Framework not in Use,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
257,variant,107,Struts: Unused Validation Form,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
258,variant,108,Struts: Unvalidated Action Form,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
259,variant,109,Struts: Validator Turned Off,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
260,variant,110,Struts: Validator Without Form Field,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
